ID,Matemática,Física,Biologia,Química,Língua Portuguesa,Língua Inglesa,Artes,Filosofia,Redação,História,Geografia
302,8.58,8.42,7.08,8.58,7.0,8.0,7.33,8.0,7.17,6.75,7.58
303,8.58,8.42,8.08,8.5,6.75,7.83,8.0,7.67,7.83,6.92,7.75
304,8.58,7.92,7.92,7.92,7.67,7.08,7.67,7.33,7.67,7.58,7.42
305,8.5,8.75,7.42,8.83,8.58,7.0,7.17,7.92,7.42,7.67,7.08
306,8.42,8.25,8.08,7.92,8.33,7.25,7.67,6.83,8.33,7.08,7.58
307,8.25,9.08,7.83,8.33,6.83,7.33,7.08,6.58,7.83,7.83,7.75
308,8.25,8.08,7.42,8.83,7.08,7.83,7.83,7.25,7.33,7.25,7.75
309,8.08,8.67,7.08,8.67,7.42,7.67,7.5,7.75,7.75,7.67,8.58
310,8.67,7.92,6.33,8.25,6.58,8.25,6.83,7.5,8.0,6.83,7.0
311,8.92,8.92,7.42,9.08,7.08,7.83,7.58,8.17,7.25,7.75,7.17
312,8.67,8.5,7.17,8.25,7.17,8.0,7.08,7.58,7.83,7.17,6.92
313,8.83,8.33,8.17,8.0,6.75,7.33,7.17,8.17,7.92,6.5,7.5
314,8.25,7.92,7.17,8.33,7.25,6.75,6.5,8.33,8.67,8.08,7.08
315,8.42,8.42,7.08,9.17,7.58,8.08,6.5,7.33,6.92,6.58,8.25
316,8.25,8.67,7.25,8.75,8.0,6.58,7.08,7.92,7.33,7.67,7.67
317,8.75,8.75,8.17,8.17,8.17,7.08,7.33,7.5,7.92,6.75,7.5
318,8.75,8.5,7.58,8.5,7.5,8.42,6.58,7.42,6.75,7.5,7.92
319,8.5,8.58,7.75,8.17,7.0,8.33,6.5,6.75,7.17,6.92,8.08
320,8.33,8.83,7.0,8.58,7.0,8.17,7.75,8.0,7.42,6.58,7.0
321,8.92,8.92,8.0,8.33,7.25,7.17,8.25,7.5,7.33,7.25,7.42
322,8.33,8.17,7.0,9.08,7.33,7.33,7.42,7.17,7.75,7.17,7.42
323,9.17,8.33,7.58,8.5,7.75,8.17,7.5,7.08,6.92,7.17,7.67
324,8.17,8.42,8.33,8.33,7.08,7.58,7.5,7.33,7.83,7.25,7.33
325,8.5,8.42,8.33,8.42,7.75,8.17,7.42,7.33,7.17,7.58,7.58
326,8.58,8.58,7.5,8.42,7.33,7.33,7.17,7.25,7.5,7.5,7.33
327,8.58,8.75,7.25,8.42,7.42,9.0,7.42,7.67,8.58,7.33,7.58
328,8.33,8.58,7.75,8.17,8.5,7.67,7.75,7.5,7.17,7.25,8.33
329,8.5,8.92,7.58,8.67,6.75,7.17,7.17,7.5,7.75,7.75,7.58
330,8.42,8.67,7.33,8.67,7.5,7.17,8.83,6.92,7.25,7.92,7.42
331,8.5,8.42,7.58,7.67,8.08,7.92,8.33,7.0,7.0,8.33,7.42
332,8.0,8.75,7.33,8.17,7.17,7.83,7.33,7.33,6.58,6.58,6.92
333,8.42,8.5,6.5,9.08,7.83,8.17,7.67,7.75,7.42,7.75,8.0
334,9.42,8.17,7.17,8.33,7.0,7.25,7.42,7.17,7.83,7.17,7.0
335,8.83,8.58,8.17,8.42,7.33,6.42,7.25,7.58,7.33,8.17,7.17
336,8.58,8.33,7.33,8.5,7.42,7.67,8.33,7.5,7.83,7.67,7.17
337,8.42,9.0,7.25,8.0,7.0,7.58,7.17,9.08,7.08,7.08,7.75
338,8.08,8.25,7.25,8.5,6.33,7.08,7.83,8.0,6.42,7.67,6.92
339,9.0,9.0,7.75,8.67,7.08,8.42,7.67,6.83,7.17,8.33,6.67
340,8.5,8.42,7.83,8.25,6.92,7.42,7.75,7.42,7.83,7.25,7.5
341,8.17,9.0,8.08,8.25,7.33,6.75,7.92,7.92,7.67,7.17,7.33
342,8.67,8.33,6.83,7.67,7.0,7.33,8.0,7.33,7.0,7.67,8.5
343,8.5,8.25,7.33,8.5,7.92,6.67,8.17,7.92,6.92,7.42,8.0
344,9.17,8.25,7.75,8.33,8.25,7.58,7.25,6.25,6.75,8.17,6.5
345,8.33,8.92,7.83,8.25,7.58,7.92,7.5,7.58,7.75,7.75,7.58
346,8.08,8.67,7.0,8.58,7.42,7.58,6.25,8.25,7.67,7.25,8.25
347,8.75,8.67,7.5,8.42,6.75,6.83,7.33,7.92,7.0,7.25,8.25
348,8.83,8.67,7.5,8.33,7.42,7.75,8.08,7.08,7.92,8.08,7.67
349,8.67,8.08,8.17,8.67,6.58,7.08,6.92,7.42,7.42,8.25,7.5
350,8.33,7.75,7.5,8.42,7.67,7.75,6.92,7.5,7.0,7.08,7.33
351,8.42,8.58,7.75,8.92,6.67,8.33,7.92,7.08,7.67,6.67,8.08
352,8.92,8.08,7.75,9.08,6.67,7.17,6.67,7.0,7.0,7.08,7.67
353,8.17,8.75,7.5,8.5,7.33,7.58,6.92,6.75,7.17,8.33,7.08
354,8.33,8.75,7.25,8.75,8.0,7.5,8.17,7.33,7.17,7.75,7.67
355,9.0,8.17,8.08,8.25,7.67,7.42,7.5,7.67,7.33,7.83,7.58
356,8.67,8.5,7.0,8.75,7.08,7.83,7.58,7.58,6.67,6.75,7.25
357,8.25,8.5,7.42,8.83,7.0,7.75,7.5,8.08,7.08,7.5,7.92
358,8.25,8.17,7.25,8.25,7.5,7.25,7.67,8.08,7.25,7.0,7.0
359,9.0,8.58,7.83,8.08,7.42,7.5,7.33,7.5,6.83,8.67,7.75
360,8.0,8.58,7.5,8.58,6.92,8.25,7.08,7.5,7.25,7.25,7.92
361,7.92,8.5,8.25,8.42,7.83,6.83,7.25,7.5,6.92,8.08,7.25
362,8.42,8.33,7.25,8.42,7.42,7.83,7.58,7.25,7.17,8.25,7.58
363,8.67,8.92,7.58,8.33,7.83,8.0,7.33,7.5,6.92,7.58,8.42
364,8.75,9.0,7.75,9.25,7.58,8.42,7.67,7.0,8.17,7.0,7.83
365,8.83,8.58,7.33,8.5,8.0,7.75,7.5,8.58,7.5,7.58,6.92
366,9.0,8.25,8.08,8.33,7.92,7.25,6.92,8.42,7.58,7.92,7.17
367,8.92,8.58,7.33,8.67,6.92,7.67,8.42,8.33,7.17,8.42,7.83
368,8.17,8.25,7.58,7.83,7.67,8.0,8.0,8.0,7.75,7.58,7.5
369,8.33,8.33,6.83,8.83,7.33,7.0,8.08,7.67,7.92,7.25,7.33
370,8.58,9.0,8.67,8.08,6.58,7.75,7.33,6.92,7.0,6.83,7.17
371,9.0,8.83,7.08,8.33,7.92,7.08,7.92,6.83,7.42,7.67,8.08
372,9.33,8.67,7.75,8.33,8.0,7.67,7.0,7.83,8.0,8.08,7.42
373,8.75,8.92,7.83,8.42,7.83,7.42,6.83,7.58,8.75,7.83,7.08
374,8.58,8.42,7.83,8.92,8.5,7.25,7.0,8.0,6.75,7.33,7.25
375,8.92,8.33,6.67,8.67,7.83,7.33,8.08,7.58,8.17,7.58,7.75
376,8.33,8.42,7.17,8.33,7.92,6.92,7.08,7.5,7.67,8.0,8.17
377,8.42,8.17,7.42,8.42,7.17,7.33,6.67,7.67,7.25,8.08,6.75
378,8.58,8.42,7.25,8.5,7.25,7.0,7.5,7.58,7.67,7.08,7.75
379,8.42,8.25,7.83,8.58,6.75,8.5,7.58,7.58,8.08,5.83,7.5
380,8.33,7.75,7.5,7.75,7.42,7.08,7.83,7.92,7.08,8.33,8.08
381,9.25,8.33,7.33,8.33,7.08,8.08,7.25,8.67,7.42,8.25,7.0
382,8.25,8.33,7.0,8.5,7.75,7.25,7.92,6.92,8.08,8.83,7.67
383,8.5,8.92,7.17,8.92,8.25,7.0,7.25,8.0,7.33,7.58,7.42
384,8.67,8.5,7.42,8.25,7.67,7.5,7.25,7.42,8.0,8.08,6.92
385,8.25,8.75,7.42,8.42,7.17,8.0,7.08,7.33,7.08,7.75,7.67
386,7.92,8.25,6.67,8.33,6.58,8.08,6.83,7.83,7.75,7.58,7.5
387,8.25,8.17,7.75,8.67,7.58,7.33,7.67,7.58,7.25,8.0,7.5
388,8.83,8.25,7.17,7.92,7.92,7.33,7.92,7.58,7.75,7.42,7.0
389,8.92,9.0,7.92,8.5,8.08,7.67,6.83,7.83,8.08,7.92,7.0
390,8.5,8.67,7.83,8.5,7.08,8.42,8.17,7.75,7.75,7.33,7.58
391,8.67,8.25,8.58,9.0,6.92,7.75,6.5,7.08,8.33,7.17,7.58
392,8.17,8.67,7.58,9.17,7.17,7.75,7.67,7.5,7.33,7.75,7.83
393,8.42,8.58,7.67,8.17,7.67,8.0,7.25,7.0,7.67,7.08,7.58
394,8.25,8.08,7.33,8.25,6.58,7.75,7.42,8.0,6.83,7.75,7.25
395,8.33,8.5,7.33,8.17,8.17,8.58,7.25,8.33,7.42,7.08,6.58
396,8.75,8.92,7.92,9.0,8.42,6.92,7.67,7.58,7.67,6.58,8.08
397,8.42,8.75,8.58,8.83,8.75,6.67,6.83,7.67,7.58,8.0,8.33
398,8.5,8.33,8.0,9.08,7.08,6.83,7.92,8.17,7.75,7.58,7.58
399,8.08,8.67,7.42,8.08,7.58,7.83,7.75,7.58,7.25,7.08,6.58
400,7.92,8.75,8.33,8.17,7.67,6.92,6.92,7.42,7.42,8.08,7.67
401,8.75,7.75,7.75,8.25,7.67,7.5,8.0,8.42,7.92,7.5,6.67
402,8.42,8.42,7.58,8.25,7.58,7.08,7.92,7.83,6.75,7.5,7.83
403,8.33,8.33,7.08,8.33,7.5,8.0,8.5,7.5,7.92,7.33,7.42
404,8.42,9.08,7.92,8.92,8.0,7.58,7.5,7.58,7.17,7.33,7.0
405,8.75,7.83,7.75,8.25,7.33,8.0,7.5,8.25,7.42,6.42,8.25
406,9.17,8.92,7.08,8.67,6.75,6.75,6.17,8.25,7.33,7.08,7.25
407,8.5,8.67,6.58,8.33,7.83,7.58,6.92,7.75,7.17,7.75,7.25
408,8.67,8.17,7.92,8.58,6.67,7.25,7.58,6.92,7.83,7.58,7.58
409,8.33,8.75,7.42,9.17,7.92,7.5,7.67,8.5,8.0,8.17,8.25
410,8.58,8.67,6.92,8.0,6.83,6.67,7.5,7.5,7.42,7.5,7.5
411,8.75,8.08,7.75,8.58,8.0,7.17,7.83,8.25,7.42,7.42,6.75
412,8.33,8.5,6.92,8.5,7.75,6.92,7.67,7.42,7.75,7.67,8.33
413,8.75,8.67,7.67,8.08,8.08,7.83,7.08,8.25,7.42,8.08,7.83
414,8.58,8.83,8.42,8.75,7.5,7.17,6.92,7.42,7.75,7.67,7.33
415,8.5,8.75,7.0,8.92,6.67,7.25,7.17,6.83,7.5,6.58,6.67
416,8.83,8.67,7.25,8.75,8.42,7.17,6.75,7.33,6.92,7.5,7.08
417,8.42,8.92,8.08,8.75,7.75,7.75,7.25,8.5,7.17,7.0,7.25
418,7.83,8.75,7.67,8.33,7.17,7.25,7.58,7.33,7.33,7.42,7.58
419,8.58,8.5,7.58,8.42,6.92,7.33,7.92,7.42,7.0,6.58,8.0
420,8.5,8.17,6.67,8.83,6.5,7.42,7.42,7.67,7.42,7.17,7.25
421,8.67,8.92,7.83,8.67,7.5,7.83,7.0,7.92,8.08,8.0,8.25
422,8.42,8.33,8.0,8.92,7.58,7.5,6.58,7.5,7.83,8.0,8.08
423,7.75,8.33,6.42,8.42,7.42,7.0,6.75,7.75,7.42,7.5,8.0
424,7.75,8.83,7.5,9.08,6.67,7.58,6.83,7.67,7.08,7.75,7.17
425,8.92,8.25,7.17,8.17,7.08,7.5,8.0,7.92,7.25,8.08,7.17
426,8.08,8.5,7.33,7.83,7.67,7.17,7.92,6.33,7.92,8.08,7.58
427,8.17,8.67,7.67,8.83,6.83,8.33,7.17,7.0,7.0,8.42,6.92
428,8.5,8.58,7.33,9.0,7.25,7.42,7.5,7.42,8.0,7.0,7.83
429,8.0,8.25,7.83,8.42,8.33,7.5,7.58,7.92,7.25,7.08,7.92
430,8.5,8.75,6.75,9.08,8.25,7.67,7.42,7.83,8.0,7.25,7.08
431,8.33,8.67,8.67,8.42,6.92,7.17,8.08,7.42,8.08,7.83,8.0
432,8.42,8.42,6.75,8.75,7.83,7.83,7.67,7.5,8.0,8.83,8.0
433,8.83,8.33,7.33,8.33,8.42,6.42,7.17,7.17,7.08,8.42,6.92
434,8.67,8.75,8.08,9.33,8.25,6.75,7.25,7.92,7.33,8.0,7.5
435,8.0,8.17,7.33,8.58,7.5,7.33,7.17,7.92,7.58,7.92,8.08
436,8.42,8.33,7.75,8.25,7.58,7.42,7.17,7.58,8.0,7.33,7.42
437,8.25,8.42,7.17,8.17,7.75,7.75,7.75,7.67,7.5,8.0,7.5
438,8.58,8.92,8.58,8.5,7.17,7.75,7.42,7.25,8.25,7.67,6.83
439,8.75,7.92,7.0,8.42,7.67,6.75,8.0,7.42,8.0,7.75,7.58
440,8.0,8.75,6.42,8.25,8.08,6.42,8.25,7.58,7.33,8.08,7.83
441,8.25,8.58,7.08,8.0,6.83,6.5,7.0,7.67,6.92,7.42,7.83
442,8.67,8.33,7.25,8.33,6.67,8.33,7.33,7.75,7.83,8.5,7.08
443,8.58,8.58,7.33,8.33,7.17,7.83,6.83,7.75,7.08,7.67,7.42
444,8.33,8.08,8.08,8.5,7.25,7.33,7.83,7.17,7.08,8.17,7.25
445,7.92,8.33,6.5,8.58,7.25,7.0,7.17,7.5,7.83,7.5,7.33
446,8.25,8.92,6.83,8.58,7.42,7.25,7.25,7.92,7.33,7.17,7.08
447,8.33,8.83,7.17,8.42,8.0,7.25,7.5,7.33,7.42,7.0,8.0
448,8.42,8.75,7.33,8.33,7.75,7.92,8.0,7.0,7.33,8.08,7.33
449,8.5,8.08,7.92,8.92,7.0,7.75,6.75,7.42,7.42,7.25,7.92
450,9.0,8.33,7.0,8.25,7.92,7.58,8.17,7.17,7.67,8.25,7.25
451,8.42,8.08,8.42,8.5,7.58,6.75,7.58,7.83,7.0,7.42,6.33
452,8.5,8.67,8.17,8.42,7.58,7.58,7.42,7.67,7.92,7.42,7.75
453,8.58,8.75,8.25,8.67,7.58,7.17,7.25,6.83,7.17,7.0,7.33
454,8.92,8.25,7.58,8.5,8.17,6.5,8.0,7.42,6.92,6.83,7.25
455,8.58,8.25,8.17,8.75,7.5,7.25,7.0,7.42,7.08,7.83,6.67
456,8.17,9.17,7.42,7.92,7.08,7.25,7.83,7.42,7.67,7.17,8.17
457,8.92,8.42,8.08,9.08,7.0,7.0,7.42,7.83,6.92,7.17,7.67
458,8.5,8.17,7.17,9.25,7.08,7.67,7.33,7.67,7.08,6.67,7.5
459,8.17,8.08,7.5,8.33,8.25,7.92,7.75,7.67,7.33,7.0,6.75
460,8.83,8.5,7.33,8.08,7.42,7.17,6.75,7.0,7.92,8.08,8.17
461,8.33,8.0,7.42,8.42,7.17,7.0,8.0,7.33,7.58,8.08,7.25
462,8.08,8.5,6.92,8.5,7.92,8.83,7.08,7.25,7.0,7.5,7.33
463,8.17,8.67,6.83,8.58,7.17,7.17,8.25,7.25,7.17,8.25,7.08
464,8.5,8.67,7.42,8.08,7.5,7.5,7.42,7.42,7.58,6.42,7.0
465,8.08,8.42,6.92,8.67,7.5,7.58,8.08,7.58,6.92,7.92,8.33
466,8.17,8.75,7.0,8.5,7.75,7.67,7.17,7.92,7.83,7.33,7.92
467,8.42,8.92,7.33,8.25,7.75,8.0,8.33,8.58,6.67,7.25,7.67
468,8.83,8.5,7.75,9.0,6.83,7.5,8.58,8.33,8.08,8.25,8.75
469,8.58,8.67,7.67,8.92,7.08,8.42,8.08,7.5,7.33,8.33,7.5
470,8.25,7.92,7.42,8.33,7.83,7.42,7.83,7.83,7.75,7.92,8.0
471,8.5,8.5,7.67,8.33,7.33,8.17,7.75,8.25,7.75,7.58,9.0
472,8.42,8.67,8.75,8.08,7.33,7.0,7.08,7.67,7.75,7.42,6.67
473,7.83,8.75,7.25,8.67,8.17,7.42,7.42,7.75,7.5,7.58,7.25
474,8.42,8.25,6.83,8.58,7.42,8.25,6.5,6.5,8.0,7.5,8.42
475,8.92,8.5,7.42,8.17,7.83,7.25,7.58,7.75,7.33,7.5,7.5
476,8.67,8.5,7.75,8.17,8.08,8.0,7.33,7.5,8.0,7.5,6.83
477,8.17,8.33,7.17,9.0,7.5,6.67,7.25,6.58,7.75,8.08,7.5
478,8.42,8.42,7.58,8.5,7.25,7.75,8.08,7.0,7.08,8.25,7.17
479,8.75,8.5,7.75,8.5,7.67,7.33,8.25,7.25,7.08,7.0,7.83
480,8.42,9.08,7.25,8.75,7.33,8.0,7.17,7.75,7.67,8.5,8.0
481,8.83,8.17,6.75,8.67,7.5,7.33,6.75,7.08,8.42,6.83,7.08
482,8.17,8.5,7.5,8.42,7.08,7.83,7.25,7.58,7.33,7.75,7.5
483,8.58,8.75,7.25,8.75,7.0,7.25,7.08,8.0,6.92,6.83,8.5
484,8.17,8.33,7.08,8.75,8.58,7.5,7.67,7.42,8.42,7.67,7.25
485,9.08,8.67,7.42,8.67,7.67,7.08,7.25,8.08,7.33,6.83,7.83
486,8.33,8.75,7.33,8.83,8.17,6.67,6.92,6.92,8.25,8.17,7.17
487,8.33,7.83,7.17,8.25,7.0,7.0,7.17,7.83,6.58,7.67,6.75
488,8.5,8.17,7.42,8.67,6.92,7.92,7.0,7.83,7.75,7.58,7.58
489,8.33,8.33,6.58,7.83,7.92,6.83,7.83,6.75,7.67,7.5,8.0
490,8.08,9.0,7.33,8.83,7.42,6.75,7.08,7.42,7.5,6.33,7.67
491,8.42,8.33,7.5,8.25,7.83,8.25,7.42,7.17,7.75,8.0,8.58
492,8.92,8.25,7.25,8.5,7.92,8.5,7.08,6.83,8.92,8.33,7.58
493,8.5,8.42,7.5,8.25,6.0,7.0,7.83,7.17,7.0,7.5,6.92
494,8.58,8.67,7.42,8.67,7.0,7.92,7.42,7.75,7.58,6.92,6.42
495,8.17,8.67,7.42,8.0,7.33,8.08,7.75,7.17,7.33,7.33,7.25
496,8.25,8.0,6.42,8.92,7.0,6.5,8.08,7.67,7.17,7.25,7.5
497,8.67,8.67,7.75,8.58,6.75,7.25,7.5,8.25,7.83,8.0,6.75
498,8.17,8.33,8.25,9.08,7.0,7.67,6.67,7.08,7.58,7.58,7.17
499,8.0,9.08,7.17,8.58,6.75,6.58,6.58,7.42,7.67,6.92,7.17
500,8.17,8.67,7.33,8.33,7.0,6.5,6.58,7.33,6.83,7.25,7.33
501,8.25,8.75,6.92,8.42,7.33,6.08,8.08,6.83,7.67,7.5,7.83
502,8.5,8.17,7.0,8.75,7.0,8.17,8.33,7.83,6.75,6.92,7.17
503,8.75,8.42,7.25,8.58,7.67,6.92,7.25,7.5,8.17,7.67,8.08
504,8.92,8.25,7.08,8.25,7.58,7.58,6.75,7.92,7.83,7.83,7.08
505,8.33,8.92,6.58,8.42,7.25,7.75,7.75,8.08,6.83,8.42,7.5
506,8.33,8.5,7.5,8.33,7.33,7.83,7.33,7.08,7.75,6.0,7.75
507,8.83,8.25,7.25,8.75,7.67,7.33,7.08,6.33,7.58,7.42,7.5
508,8.25,8.25,7.08,8.75,7.42,7.83,7.33,7.67,7.25,6.67,7.0
509,8.42,8.67,7.92,8.83,8.0,8.25,7.58,7.5,7.83,7.92,6.75
510,8.42,8.92,7.25,8.5,8.0,7.67,7.83,7.83,7.83,7.0,7.17
511,8.25,8.33,7.67,8.08,6.58,7.42,7.33,7.25,8.0,7.67,7.42
512,8.58,8.33,8.17,8.33,8.08,7.33,6.75,8.0,7.58,7.42,8.42
513,8.42,8.25,6.75,8.58,7.58,7.08,6.92,7.42,7.75,8.17,7.08
514,8.42,8.17,7.75,8.33,7.5,7.0,8.58,7.67,7.83,7.42,7.42
515,8.5,8.33,7.67,8.33,8.0,7.33,7.08,6.67,7.92,7.25,7.33
516,8.33,8.33,7.33,8.58,7.83,7.33,7.75,7.17,7.08,7.92,7.83
517,8.5,8.5,7.08,8.25,7.0,7.33,7.58,7.83,7.33,7.25,7.92
518,8.83,8.83,8.17,9.33,7.5,6.92,6.83,6.67,7.42,7.17,7.58
519,8.33,8.58,7.58,8.0,7.75,6.83,6.83,7.92,7.42,6.75,7.17
520,8.67,8.33,7.42,8.25,7.67,7.92,7.5,6.83,8.0,6.67,7.33
521,8.92,8.42,6.58,8.42,7.17,7.17,7.67,7.67,7.58,7.42,7.67
522,8.67,8.58,8.17,8.33,7.5,7.5,7.08,7.25,7.75,8.25,7.42
523,8.17,8.08,7.25,8.92,7.92,7.17,7.67,7.42,7.5,6.33,7.83
524,8.33,8.5,7.5,8.25,7.08,7.25,7.17,7.92,7.5,8.25,7.58
525,8.75,8.33,7.67,8.0,7.25,7.17,8.25,7.58,8.0,7.42,6.92
526,8.5,8.67,7.33,8.25,7.33,7.58,7.67,7.42,7.17,7.75,7.33
527,8.83,8.75,7.08,8.5,7.58,7.42,7.5,7.92,8.33,6.92,8.42
528,8.5,8.67,8.08,8.58,7.58,7.0,6.83,7.33,7.33,7.75,7.67
529,8.42,8.58,7.25,8.58,6.92,7.58,7.92,7.92,7.67,7.33,7.17
530,7.92,8.5,7.42,8.58,7.75,7.75,7.75,8.0,7.58,7.0,7.33
531,8.5,8.58,7.25,8.08,7.5,7.17,7.17,6.67,7.33,7.58,7.58
532,8.67,8.33,7.5,8.17,7.92,7.33,7.42,8.17,7.25,7.75,7.83
533,8.5,8.83,6.92,8.83,7.5,7.25,7.67,8.25,7.58,8.42,8.08
534,8.75,8.42,7.67,8.08,7.75,8.17,7.42,8.33,7.08,7.42,7.0
535,9.0,8.83,8.0,8.75,7.17,7.83,8.42,7.58,7.58,7.17,6.92
536,8.33,8.5,8.08,8.33,7.08,7.75,6.83,7.67,7.67,7.83,7.92
537,8.58,8.42,8.25,8.58,8.0,6.92,7.33,7.08,7.42,7.42,8.25
538,7.83,8.5,7.58,8.92,8.42,6.42,7.58,7.58,8.42,7.25,7.83
539,8.75,8.42,6.92,9.0,7.92,7.25,7.42,7.5,6.42,7.83,7.58
540,8.5,8.75,7.17,8.5,7.5,7.67,7.58,8.25,7.92,7.17,7.67
541,8.5,8.17,7.67,7.92,6.92,7.5,7.75,7.58,7.08,8.67,7.5
542,8.75,9.08,6.92,8.75,6.92,8.17,7.17,6.42,8.0,6.92,6.92
543,8.5,8.92,7.5,8.42,8.25,6.83,6.33,7.08,7.67,7.08,7.17
544,8.17,8.58,7.33,9.17,7.75,7.75,7.5,7.25,7.42,7.75,7.42
545,8.83,8.08,6.58,9.08,7.08,7.17,6.58,7.0,7.92,7.33,7.75
546,8.42,8.25,7.33,8.58,7.33,8.42,7.5,6.92,7.83,7.42,7.25
547,8.17,8.25,7.17,8.58,7.42,7.0,7.92,7.92,7.42,7.08,7.92
548,9.25,9.08,7.75,8.67,7.08,7.58,7.58,7.83,6.67,8.0,7.25
549,8.17,8.25,7.25,8.83,7.83,7.17,7.08,7.92,8.42,7.5,7.33
550,8.5,8.75,7.5,8.58,7.5,7.75,7.92,7.67,7.67,6.5,7.08
551,8.42,8.42,8.08,8.67,7.5,7.0,6.58,7.58,7.5,6.92,7.17
552,8.5,8.83,6.67,8.58,7.58,7.67,8.33,6.42,7.25,8.33,7.75
553,8.5,9.0,6.83,8.67,7.42,7.83,8.0,7.83,7.58,6.33,6.58
554,8.42,8.33,7.58,8.33,7.5,7.5,7.58,7.17,6.92,7.25,7.58
555,9.08,7.92,7.25,8.33,8.17,7.0,7.58,7.83,7.42,8.0,7.17
556,8.33,9.0,7.75,9.17,7.5,8.75,7.83,8.0,6.67,8.33,7.83
557,8.83,8.75,7.58,8.5,7.25,7.5,7.92,7.58,7.5,8.08,7.42
558,8.83,8.92,8.17,8.08,7.33,7.0,7.83,7.92,7.67,7.0,8.5
559,8.42,8.5,6.67,8.58,7.42,7.67,7.67,7.42,7.08,7.5,7.75
560,8.83,8.75,7.17,8.5,8.08,7.58,7.33,8.17,7.33,6.75,7.08
561,9.17,8.0,7.67,8.25,7.5,7.67,7.58,7.67,7.17,7.58,7.83
562,8.83,8.75,7.42,8.75,7.75,8.33,7.92,7.25,6.92,7.58,8.42
563,8.75,8.0,8.5,8.0,7.25,7.25,6.67,7.0,7.42,7.58,7.58
564,8.17,8.25,7.83,8.67,8.0,7.5,7.92,7.33,7.67,8.33,7.42
565,7.83,8.08,7.42,8.58,7.75,7.83,8.42,7.67,6.92,7.25,7.92
566,8.0,8.58,7.83,8.5,8.33,6.92,7.33,8.25,7.25,7.0,6.83
567,8.25,8.5,7.83,8.25,6.42,7.58,6.58,7.25,7.67,8.17,7.25
568,9.08,8.42,7.5,8.92,8.17,8.25,7.0,7.17,7.08,7.5,6.92
569,8.42,8.33,7.67,8.17,7.5,7.42,8.25,7.25,7.33,7.33,7.58
570,7.58,7.92,7.5,8.58,7.92,7.33,7.5,7.33,7.08,8.17,8.33
571,8.33,8.58,8.08,8.42,6.83,7.75,7.5,7.83,7.58,7.92,7.83
572,8.67,8.42,7.08,8.42,8.0,7.58,7.67,7.58,7.0,7.5,7.75
573,8.5,7.75,7.08,8.33,7.33,7.17,8.17,7.0,6.33,7.92,7.67
574,9.0,8.33,8.25,8.33,7.5,7.25,7.25,6.83,8.0,8.42,7.33
575,8.92,8.42,7.42,8.75,6.42,7.5,7.67,8.0,7.33,7.33,8.08
576,8.08,7.83,7.5,8.33,7.5,7.08,7.58,7.67,7.83,7.92,7.08
577,8.58,8.75,7.08,8.0,7.58,7.33,7.5,7.75,7.08,7.75,6.92
578,8.08,7.75,7.17,8.58,8.25,7.5,7.83,7.92,7.75,7.75,7.83
579,9.08,8.0,7.0,8.33,7.25,7.0,7.92,6.92,7.0,7.67,8.08
580,8.83,8.75,7.5,8.33,7.08,8.08,7.08,7.92,7.25,7.33,7.25
581,8.17,8.83,7.67,8.83,8.0,7.0,7.92,7.17,7.83,7.17,7.42
582,8.58,9.08,6.92,8.83,7.67,7.08,7.17,7.25,7.92,7.42,8.08
583,8.25,8.83,7.5,8.92,7.58,7.33,7.67,7.17,7.08,7.17,8.08
584,8.42,8.67,7.75,8.42,6.33,7.92,7.92,7.58,8.0,7.92,6.75
585,8.58,8.67,7.42,8.92,6.67,8.0,7.08,7.33,7.17,7.08,7.5
586,8.33,8.08,7.0,8.75,7.17,7.67,7.08,7.5,7.0,7.17,8.17
587,8.92,9.25,7.5,7.92,7.67,7.5,7.92,7.33,7.0,7.25,7.92
588,8.5,9.0,7.42,8.5,7.67,6.92,7.5,7.75,7.75,7.25,7.5
589,8.5,8.67,7.58,8.33,7.75,7.58,7.42,8.08,7.08,8.17,7.5
590,8.33,8.08,8.58,8.5,7.83,6.83,7.25,8.42,6.58,7.83,7.75
591,8.08,9.25,7.17,8.25,7.17,7.08,7.92,8.25,7.33,6.83,7.67
592,8.0,9.0,7.25,8.58,7.33,7.42,7.17,8.25,8.08,7.83,8.0
593,8.5,7.92,7.08,8.5,6.5,7.33,7.17,6.67,7.33,7.83,6.92
594,8.5,8.42,7.25,8.25,8.0,7.08,7.83,8.33,7.42,7.5,7.25
595,8.33,8.17,7.17,8.25,7.33,8.0,8.0,7.58,8.17,7.75,7.5
596,9.08,8.42,7.67,8.83,8.17,7.0,8.17,7.5,7.67,7.92,8.0
597,8.42,7.92,8.0,8.25,6.75,8.0,8.83,7.5,7.25,7.08,7.33
598,8.58,9.17,7.25,8.33,7.5,6.92,7.67,8.0,6.67,7.25,8.42
599,8.0,9.0,7.75,8.33,7.67,6.92,7.08,7.08,7.33,8.0,8.08
600,8.58,8.92,7.0,8.17,7.33,8.5,7.08,7.75,7.25,6.75,8.75
601,8.33,9.08,6.75,8.67,6.83,7.25,8.17,7.5,7.33,7.0,8.0
602,8.67,8.75,6.58,8.58,7.67,7.25,7.0,7.5,6.92,7.58,6.92
603,8.67,8.33,7.5,8.17,7.67,7.17,7.83,7.25,6.25,7.83,8.33
604,8.5,8.67,7.17,8.75,7.58,7.5,7.17,7.0,7.92,7.67,8.0
